Column1,특성추출(가중치순 상위 50개),종목명
597,"ESG,최종현학술원,코로나,최태원,제프리,컬럼비아대,도쿄,이사장,지배구조,SK,이틀간,방법론,거버넌스,2회,미국,도쿄대,무관심,온라인,계열사들,일본,계열사",SK
598,"최태원,크뤼천,인류세,최종현학술원,가속화,ESG,지구환경,이사장,도쿄,수상자,코로나바이러스,온라인,2회,도쿄대,거버넌스,도쿄포럼,지배구조,이기심,노벨,코로나19,일본,감염증,환경재앙,SK,환경,회장,위기,경영",SK
599,"최종현학술원,코로나19,최태원,ESG,코로나,각국,온라인,이틀간,도쿄,최종현,지배구조,이사장,SK,환경재앙,사람들,4500여명,개말,2회,인류세,무관심,마음속,성과인센티브,국제기구,도쿄대,보상체계",SK
600,"ESG,최태원,각국,온라인,기업들,최종현학술원,코로나,SK,피게레스,크리스티나,요한,코로나바이러스,포츠담,도미닉,오프리,보상체계,지배구조,자연환경",SK
601,"SK,RE100,한국,SK하이닉스,하이닉스,6개,키민스,이석희,기업들,클라이밋,관계자,제조파트너,자가발전,ESG,RE100대표,공급망,재생에너지,해결책,기후변화,에너지원,SK홀딩스,자가발전사업,SK그룹,재생가능에너지원,SKC,전력량",SK하이닉스
602,"ESG,최종현학술원,최태원,코로나,SK,환경재앙,도쿄대,환경위기,기업들,도쿄,최종현,지배구조,이사장,일본,VALUE,인류세,사람들,도이치,시스템들,개막식,도쿄포럼,거버넌스,공감능력",SK
603,"SK,위원회,부회장,위원장,연구소,박정호,계열사,전문가,성장사업,SK그룹,소위원회,염용섭,ESG,수펙스추구협의회",SK
604,"최종현학술원,온라인,ESG,코로나,SK,도쿄대,최태원,도쿄,수상자,인류세,코로나19,각국,계열사,기업들,RE100,컬럼비아대",SK
605,"최종현학술원,코로나,ESG,온라인,위원회,각국,최태원,SK,기업들,도쿄대,도쿄,거버넌스,환경위기,팬데믹,관계사,VALUE,컬럼비아대,제프리,최종현,마코토,고노카미,인류세,지배구조",SK
606,"SK,ESG,최태원,코로나,인류세,노벨상,RE,크뤼천,영국,런던,최종현학술원,팬데믹,SK그룹,사람들",SK
607,"최종현학술원,ESG,수상자,코로나,도쿄,최태원,피게레스,크리스티나,윤동,요한,도미닉,포츠담,오프리,인류세,최종현,지배구조,이사장,SK,환경재앙,이틀간,자연환경,기업들",SK
608,"최종현학술원,ESG,온라인,코로나19,최태원,수상자,인류세,각국,코로나,도쿄대,도쿄,크뤼천,지배구조,환경재앙,이사장,SK",SK
609,"위원회,SK그룹,SK,위원장,조대식,3연임,수펙스,ESG,관계사,관계자,수펙스추구협의회,드림어스컴퍼니,최소정,소위원회,인텔,계열사,동박,부회장,거버넌스,김준,협의회,코로나19",드림어스컴퍼니
610,"ESG,최종현학술원,코로나,최태원,SK,환경위기,인류세,도쿄,최종현,이사장,지배구조,환경재앙,기업들,사람들,도이치,2회,시스템들,무관심,도쿄대,거버넌스,공감능력",SK
611,"코로나,최종현학술원,ESG,수상자,인류세,도쿄대,SK,최태원,이사장,마코토,최종현,고노카미,도쿄,환경재앙,기업들,SOCIAL,VALUE",SK
612,"온라인,최종현학술원,코로나19,각국,SK,ESG,수상자,인류세,도쿄대,최태원,팬데믹,거버넌스,지구환경,도쿄포럼,코로나바이러스,이사장,도쿄,사람들,방법론,크뤼천",SK
613,"최종현학술원,코로나,ESG,온라인,최태원,위원회,환경위기,각국,기업들,도쿄대,도쿄,SK,거버넌스,관계사,VALUE,컬럼비아대,최종현,제프리,마코토,고노카미,인류세,지배구조",SK
614,"RE100,사업단,자동차,재생에너지,SK,미국,친환경,이성준,경남창원스마트산단사업단,경남,태양광,그리드위즈,창원,누리텔레콤,신재생,이케아,팀장,영향력,효율화,저탄소,한국산업기술시험원,경남창원스마트",SK
615,"부회장,SK,반도체,SK그룹,협의회,SK하이닉스,위원회,위원장,전문가,하이닉스,박정호,인텔,유정준",SK하이닉스
616,"SK,그룹장,본부장,부회장,ICT,사업부장,공장장,SK수펙스추구협의회,협의회,반도체,박정호,GROUP,투자센터,SK텔레콤,에코인프라",SK텔레콤
617,"SK,부회장,수펙스추구협의회,반도체,전문가,위원회,위원장,박정호,협의회,인텔,관계사,하이닉스",SK
618,"SK,부회장,하이닉스,SK그룹,박정호,추형욱,그간,지배구조,협의회,ICT,손자회사,이사회,최태원,SK텔레콤,유정준,SK하이닉스",SK하이닉스
619,"부회장,SK,ESG,박정호,하이닉스,SK하이닉스,낸드,김준,그린밸런스2030,추형욱,연구소,SK그룹,계열사,방점,연구원",SK하이닉스
620,"SK,부회장,박정호,유정준,추형욱,전문가,임원인사,하이닉스,염용섭,염용석,이석희,SK그룹,공동대표,지배구조,수펙스,협의회",SK
621,"SK,부회장,파이낸셜스토리,ESG,위원회,지배구조,최태원,조대식,수펙스,시험대,박정호,액화수소,관계사,사장단,SK그룹,협의회,천연가스,기업가치,수펙스추구협의회,관계자,추진단,방점",SK
622,"SK,SK이노베이션,그린밸런스,본부장,SK에너지,CIC,ESG,자회사,임원인사,공장장,김승균,실행력,김건용,연구원,연구소,황선재,구성원들,SK종합화학,황선기,조직개편,주우원,김준,박창길,그린밸런스2030,파이넨셜",SK이노베이션
623,"사내독립기업,SK이노베이션,SK,ESG,본부장,김준,구성원들,조직개편,SK에너지,자회사,독립기업,서석원,구성원,총괄사장,COMPANY,지배구조,신규사업,전략실,인터내셔널,직급체계",SK이노베이션
624,"부회장,SK,박정호,수펙스추구협의회,유정준,SK그룹,추형욱,관계사,협의회,염용섭,거버넌스,삼성물산,전문가,투자1센터장,코로나19,조대식,수펙스,김준,위원장,이석희",삼성물산
625,"ESG,계열사,SK,위원회,SK그룹,최태원,연구원,주주친화,투명성,탄소중립,지배구조,실행력,최태원식,지주사,한국,계열사들",SK
626,"SK,위원회,SK그룹,ESG,부회장,박정호,위원장,추형욱,유정준,수펙스추구협의회,협의회,성과중심,이사회,임원인사,소위원회,염용섭,김준,협의체",SK
627,"AI,SK,ICT,사업부,클라우드,MNO,반도체,프로덕트,SK텔레콤,빅테크,박정호,언택트",SK텔레콤
628,"SK,중간지주사,부회장,위원회,ESG,위원장,박정호,수펙스추구협의회,최태원,지주사,수펙스,SK텔레콤,투명성,협의회,지배구조,거버넌스,거버넌스위원회,소위원회,윤진원,계열사",SK텔레콤
629,"SK,부회장,위원장,지배구조,지주회사,수펙스추구협의회,그간,박정호,위원회,SK하이닉스,계열사,개정안,하이닉스,정보통신기술,협의회,SK텔레콤,모빌리티,중간지주회사,공정거래법,염용섭",SK하이닉스
630,"SK,부회장,위원회,위원장,수펙스추구협의회,반도체,SK하이닉스,이사회,박정호,하이닉스,협의회,지배구조,자회사,SK텔레콤",SK하이닉스
631,"SK,부회장,박정호,유정준,염용섭,조대식,하이닉스,에너지솔루션,코로나,SK하이닉스,관계자,지배구조,협의회,3연임,추형욱,최태원,인수합병,센터장,성장동력,신재,수펙스,계열사,부사장,협의체,의사협의체,신재생,연구소",SK하이닉스
632,"SK,계열사,부회장,수펙스추구협의회,위원회,위원장,조대식,협의회,SK하이닉스,하이닉스,발전소,지배구조,거버넌스위원회,관계자,김준,수펙스,최태원,반도체,ICT,서울중앙지검,환경사업위원회",SK하이닉스
633,"SK,부회장,위원장,위원회,SK그룹,박정호,추형욱,수펙스추구협의회,유정준,전문가,관계사,수펙스,협의회,소위원회,센터장,ESG",SK
634,"AI,클라우드,SK,SK텔레콤,사업부,이동통신,조직명,언택트,박정호,MNO,ESG,반도체",SK텔레콤
635,"계열사,ESG,최태원,SK,위원회,SK그룹,연구원,투명성,조직개편,지배구조,실행력,지주사,한국,계열사들,테스크포스,경영진,슈퍼주총데이",SK
636,"사내독립기업,SK이노베이션,SK에너지,SK,친환경,ESG,구성원들,본부장,조직개편,김준,자회사,직급체계,서석원",SK이노베이션
637,"SK,부회장,수펙스추구협의회,반도체,전문가,위원회,위원장,협의회,SK그룹,최소정,인텔,관계사,하이닉스",SK
638,"위원회,ESG,협의회,SK,위원장,부회장,거버넌스위원회,관계자,지배구조,사업부,소위원회,인텔,염용섭,비서실장,서울중앙지검,김준,코로나19",SK
639,"SK,위원회,SK그룹,ESG,부회장,위원장,박정호,유정준,협의회,수펙스추구협의회,이사회,소위원회,염용섭,김준,협의체,지배구조,최태원,거버넌스,추형욱",SK
640,"SK,위원회,위원장,부회장,하이닉스,SK하이닉스,박정호,SK그룹,소위원회,염용섭,추형욱,인텔,낸드,김준,관계자,거버넌스위원회,코로나,유정준",SK하이닉스
641,"SK,SK그룹,부회장,하이닉스,이사회,SK하이닉스,일본,SK텔레콤,박정호,유정준,조대식,계열사,협의회,수펙스,ICT,코로나바이러스,선경,지배구조",SK하이닉스
642,"ESG,SK,CIC,자회사,그린밸런스,SK이노베이션,서석원,김준,연구소,연구원,오종훈,그린밸런스2030,SK에너지,차세대배터리연구센터,사내독립기업,조직개편,네트워크,경쟁력,그린비즈,지배구조",SK이노베이션
643,"SK이노베이션,SK,자회사,김준,ESG,그린밸런스2030,구성원들,연구소,연구원,실행력,신규사업,조직개편,구성원,육성책,COMPANY,전략실",SK이노베이션
644,"SK,부회장,위원회,위원장,SK그룹,이사회,전문가,하이닉스,반도체,계열사,수펙스추구협의회,협의회,SK하이닉스,수펙스,임원인사,추형욱,최태원",SK하이닉스
645,"AI,클라우드,SK,이동통신,빅테크,박정호,ICT,팬더믹,사업부,반도체,조직명,계열사,MNO사업부,SK텔레콤,프로덕트",SK텔레콤
646,"부회장,위원회,SK,박정호,수펙스,하이닉스,유정준,수펙스추구협의회,인텔,위원장,최태원,이사회,협의회,거버넌스위원회,ESG,거버넌스,추형욱,염용섭",SK
647,"부회장,SK,위원회,박정호,SK그룹,위원장,유정준,수펙스추구협의회,관계사,추형욱,협의회,ESG,지배구조,염용섭,소위원회,전문가,투명성,이사회,거버넌스,김준,관계자,이석희",SK
648,"부회장,SK,하이닉스,SK하이닉스,인텔,반도체,박정호,SK텔레콤,낸드,이석희,최태원,ICT,전문가,아마존",SK하이닉스
649,"AI,클라우드,프로덕트,SK,SK텔레콤,사업부,언택트,반도체,MNO사업부,ICT,조직명,임원인사,트랜스포메이션,가속기,IPO,스마트팩토리",SK텔레콤
650,"SK이노베이션,SK,ESG,자회사,김준,CIC,공장장,GREEN,박기수,정인남,김승균,황선기,김건용,서석원,이종섭,최성국,유재영,그린밸런스,연구소,실행력",SK이노베이션
651,"AI,그룹장,SK텔레콤,자회사,SK,사업부,빅테크,클라우드,티맵모빌리티,컴피턴시,구독미디어담당,최소정,조직개편,조직명,ESG,언텍트,클라우드애플리케이션,팬데믹,이관우,박정호",SK텔레콤
652,"SK,대표이사,조직개편,ESG,연구소,그린밸런스,김준,유정준,연구원,관계자,SK이노베이션",SK이노베이션
653,"SK,부회장,박정호,SK텔레콤,대표이사,부문장,SK그룹,유정준,위원회,추형욱,염용섭,CEO,하이닉스,46세,주력사",SK텔레콤
654,"삼성전자,10위,WBA,텔레포니카,연합체,지속가능,AI,통신사,하드웨어,호주,SK,하이닉스,46위,5위,ESG,삼성미래기술육성사업,노키아,삼성,8위,투자자",삼성전자
655,"대표이사,추형욱,SK,유정준,부회장,본부장,전영준,류치석,장재원,박재덕,윤정원,김경태,이재원,천연가스전,도시가스,경쟁력,영남에,이경남,양영철,류성선,한수미,나래,김은규,전남도시가스,자회사,LNG",SK
656,"AI,그룹장,클라우드,SK,빅테크,SK텔레콤,사업부,조직개편,이규식,임원인사,조직명,김병무,박승진,최소정,언택트,MNO,권영상",SK텔레콤
657,"SK,AI,SK텔레콤,클라우드,하이닉스,이사회,SK그룹,부회장,사업부,조직개편,일본,빅테크,프로덕트,박정호,SK하이닉스,임원인사,조직명",SK하이닉스
658,"SK,김경태,유정준,부회장,추형욱,도시가스,CEO,본부장,그룹장,계열사,장재원,박재덕,이재원,윤정원,SK그룹,발전소,신재생,신재",SK
659,"SK이노베이션,SK,CIC,ESG,실행력,연구소,김준,연구원,자회사,구성원들,신규사업,조직개편,본부장,임원인사,구성원,SK에너지,네트워크,그린밸런스,차세대배터리연구센터,경쟁력,지배구조,인터내셔널",SK이노베이션
660,"SK,부회장,위원회,SK그룹,수펙스추구협의회,위원장,박정호,협의회,유정준,코로나19,유영상,소위원회",SK
661,"AI,클라우드,SK,SK텔레콤,빅테크,박정호,사업부,MNO사업부,프로덕트,조직명,조직개편,9개,언택트,문화인,반도체",SK텔레콤
662,"AI,SK,SK텔레콤,클라우드,부회장,프로덕트,빅테크,ICT,MNO,사업부,9개,반도체,박정호,이종호,조직명,티맵모빌리티,조직개편",SK텔레콤
663,"AI,클라우드,빅테크,SK,SK텔레콤,언택트,사업부,박정호,조직명,MNO,반도체",SK텔레콤
664,"AI,클라우드,그룹장,SK,SK텔레콤,프로덕트,빅테크,언택트,사업부,박정호,홍승태,이규식,김병무,조직명,박승진,MNO",SK텔레콤
665,"SK,위원장,위원회,부회장,하이닉스,SK그룹,박정호,수펙스추구협의회,이사회,반도체,SK하이닉스,관계자,일본,ICT,소위원회",SK하이닉스
666,"SK이노베이션,SK,ESG,CIC,자회사,조직개편,김준,그린밸런스,연구소,구성원들,연구원,전략실,실행력,신규사업,GREEN,본부장,차세대배터리연구센터",SK이노베이션
667,"AI,SK,그룹장,부회장,클라우드,박정호,빅테크,조직명,반도체,사업부,이규식,SK텔레콤,이석희,최소정,ICT,김병무,박승진,자회사",SK텔레콤
668,"SK,베트남,수펙스,조대식,시총,수펙스추구협의회,의장직,스타트업,계열사,민영기업,지주사,시가총액,협의회,SK그룹",SK
